@RELATION emotions
@attribute Mean_Acc1298_Mean_Mem40_Centroid numeric
@attribute Mean_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Mean_Mem40_Flux numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Mean_Acc1298_Std_Mem40_Centroid numeric
@attribute Mean_Acc1298_Std_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Std_Mem40_Flux numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Mean_Mem40_Centroid numeric
@attribute Std_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Std_Acc1298_Mean_Mem40_Flux numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Std_Mem40_Centroid numeric
@attribute Std_Acc1298_Std_Mem40_Rolloff numeric
@attribute Std_Acc1298_Std_Mem40_Flux numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute BH_LowPeakAmp numeric
@attribute BH_LowPeakBPM numeric
@attribute BH_HighPeakAmp numeric
@attribute BH_HighPeakBPM numeric
@attribute BH_HighLowRatio numeric
@attribute BHSUM1 numeric
@attribute BHSUM2 numeric
@attribute BHSUM3 numeric
@attribute amazed-suprised {0,1}
@attribute happy-pleased {0,1}
@attribute relaxing-calm {0,1}
@attribute quiet-still {0,1}
@attribute sad-lonely {0,1}
@attribute angry-aggresive {0,1}
@data
?,?,0.085474,-82.192277,7.300462,-0.956612,?,?,1.615398,0.502508,-0.312457,0.496527,-0.29477,?,?,?,0.028863,0.083012,?,?,1.120881,0.896129,0.828129,0.784306,?,0.613198,?,0.597288,0.711817,0.69017,?,0.703405,0.026328,0.059942,?,7.63117,1.114165,1.054792,?,0.829816,?,0.651228,0.584449,0.654131,?,0.94144,0.693344,0.671824,0.026403,0.072244,0.029997,4.556241,?,0.344295,0.317919,0.225734,0.25814,0.17649,0.155858,0.152424,?,0.27096,?,0.339548,?,55,?,110,2,?,0.21129,0.533329,?,0,?,1,0,0
0.062189,?,0.102823,-75.430465,3.155175,?,2.712948,0.414997,1.366745,0.681227,0.703658,0.58964,?,0.898366,0.808245,0.804124,0.078078,0.281073,0.058856,7.71392,?,1.336255,1.109102,0.787952,0.679803,0.640984,0.659148,?,0.537031,0.553804,0.524759,0.479788,?,0.076487,?,?,0.996647,0.667556,0.667029,0.516366,?,0.285959,?,0.335717,0.243303,0.281623,?,0.186546,0.031856,?,?,?,0.395223,0.276866,?,0.151606,0.115744,?,?,?,0.107871,0.129868,?,0.086239,0.07228,85,0,170,2,0.280193,?,0.351768,0,?,?,0,0,0
0.060604,?,0.089148,-69.278227,?,1.276502,1.551902,0.649373,0.989828,0.418557,0.553406,?,0.4727,0.664655,?,?,0.046343,0.271607,?,5.983732,1.12079,?,0.927025,0.748255,0.642623,0.687417,0.618296,0.613349,0.590065,0.588639,?,0.510625,?,0.103679,?,3.931688,0.818194,0.555944,0.610737,0.395113,0.383665,0.405908,0.245894,0.344293,0.362609,?,?,0.295,0.031383,0.107206,0.028922,3.877597,0.268763,0.224905,0.26073,0.192323,0.128629,0.147049,?,0.140466,0.154351,0.132627,0.128128,0.151224,?,?,0.048877,156,2,0.158143,?,0.440399,0,1,1,0,0,0
0.044367,0.087682,0.078756,-68.171616,?,?,?,0.602356,0.697882,0.286901,0.624006,0.489765,0.854083,0.294927,0.16231,0.359416,0.023149,0.071879,?,3.308171,1.201117,0.931409,?,0.639575,0.567576,0.510844,0.531743,0.451017,0.45145,0.41257,0.438877,?,0.016759,0.040908,0.007586,4.399055,0.709208,0.736901,0.59119,0.336267,0.413447,0.249814,?,?,0.26552,?,0.258214,?,?,?,0.030296,3.817948,0.475672,0.266731,0.176851,?,?,0.101544,0.123894,?,?,0.070104,0.079753,?,?,70,0.004367,140,2,?,0.267375,0.488107,?,?,1,1,1,0
?,?,?,-72.2913,7.292305,?,1.80543,?,0.874325,0.046961,0.42459,0.11295,?,0.480738,0.304059,0.33228,0.017553,0.037092,0.029291,3.940108,1.079173,0.515991,?,0.460412,0.453836,?,0.46477,0.449173,0.436166,0.426975,0.411995,?,?,0.030373,?,3.239862,0.486978,0.412334,0.401752,0.214623,0.254115,0.181657,?,0.189328,0.216076,?,0.19721,?,0.026811,0.053968,?,?,?,?,0.106638,?,0.065764,?,0.075178,0.075127,?,?,0.057578,?,0.105191,64,0,192,?,0.33886,0.223014,?,1,0,0,0,0,?
?,?,?,-74.924133,5.405077,?,2.419999,?,1.275108,?,0.33304,0.886846,0.22031,?,0.331415,?,0.054949,0.141837,0.031061,4.422491,1.344466,?,1.082637,?,0.730723,0.605052,?,0.609894,0.556701,0.555795,0.610083,0.579946,0.023146,?,0.00699,2.717879,0.776771,?,0.705547,0.477785,0.330985,?,?,0.34855,0.276291,0.366973,0.38965,0.416922,0.042546,0.076068,0.030002,4.187633,0.44753,0.457712,0.347886,0.198741,0.196199,?,0.160856,0.143846,0.124039,0.113648,?,0.194155,0.093643,67,0.378633,134,2,0.368471,0.612195,1.020836,?,?,1,0,0,0
?,0.304348,?,-68.058668,2.317032,0.266621,2.078648,?,0.665519,0.614541,?,?,0.413847,?,0.427959,0.509797,?,0.227536,0.041716,?,2.353328,?,?,?,?,?,?,0.595221,?,0.521074,0.50847,0.472077,0.045173,0.067161,0.007154,2.067759,0.751764,0.439509,0.375293,?,?,?,0.152843,?,?,?,0.141161,?,0.036311,0.041909,0.028466,3.465222,0.477881,0.276546,?,0.197203,?,0.104461,?,0.0934,?,0.088684,?,0.071334,0.392754,67,0,134,?,0.557821,0.244548,0.802369,0,0,0,?,?,1
?,0.1558,0.081474,?,8.115566,-1.822004,?,0.938378,?,0.722938,-0.338139,0.217555,?,?,0.44297,?,?,0.050926,0.029375,?,1.022709,0.872214,0.752505,0.651032,?,?,?,0.614402,?,?,?,?,0.026791,0.057783,0.008702,5.587954,?,1.033311,1.22923,0.603475,?,?,0.72095,?,0.413067,0.446773,?,?,0.022913,0.046725,?,4.741151,0.501596,0.303087,0.305727,0.116527,?,0.17015,0.182569,0.142623,0.144464,?,0.12671,0.110887,?,84,0.049033,168,2,?,0.204452,1.171422,0,?,1,1,0,?
0.060989,0.12168,0.078563,?,7.227839,-0.263384,?,0.529699,?,0.398972,0.713224,?,?,0.396797,0.402105,?,0.021763,?,0.027574,2.54937,0.860143,?,0.540186,0.547963,0.527894,0.521725,0.597258,0.569448,?,0.603077,?,0.500719,0.024209,0.038777,?,3.360284,1.217411,?,?,0.546086,0.428886,?,0.476958,0.629604,0.608619,0.712132,?,0.404556,0.025237,0.049772,?,5.296771,0.376243,0.145547,0.130094,0.102807,?,0.104479,?,0.128153,0.148744,0.161797,0.132869,0.10984,0.01511,90,0,180,?,0.072822,0.086886,?,?,?,1,1,?,0
0.027407,0.116603,0.076382,-89.317652,?,?,1.697372,?,1.015868,?,0.673761,?,0.378858,?,?,0.62896,?,0.148393,0.03132,5.248507,1.48969,0.78226,0.572504,0.469722,0.376085,0.389022,?,0.384003,?,?,0.394039,0.33125,0.01776,0.157134,0.007628,6.431186,1.729872,0.727479,0.539341,?,0.191375,?,0.200197,0.251183,0.338069,?,0.326028,0.246401,0.02916,0.162124,?,5.790787,0.740764,0.211596,0.206074,0.154489,?,0.090156,0.079271,0.103198,0.110489,0.131026,0.109833,0.072124,?,104,0,208,2,0.104773,?,0.528292,0,?,0,?,0,0
0.061895,?,0.073914,?,?,0.120516,2.085312,?,?,0.889069,0.815517,-0.107295,0.044795,0.351221,0.375525,?,0.02214,0.059205,0.028013,3.79741,?,0.814496,0.611697,0.584069,0.561254,0.581172,?,?,?,0.521209,0.519543,0.46222,0.015728,0.033133,?,3.449619,?,0.57038,0.403016,?,0.416796,0.544406,0.57547,?,0.564297,0.430384,0.343795,0.327341,?,?,0.030627,?,0.464524,0.248432,?,?,0.168535,0.160346,0.131857,0.226087,0.160843,?,0.101289,0.083352,0.067244,96,0,192,2,?,?,0.373195,?,?,1,?,0,0
0.039226,0.065986,0.077905,?,7.409767,1.819777,?,0.729692,?,?,0.438402,0.517754,0.455154,0.247643,?,?,0.02309,0.050284,0.031459,4.327453,?,0.848918,0.698586,?,0.540474,?,0.583671,0.489704,0.543407,?,0.438441,0.417953,0.024289,0.046778,?,3.345634,?,0.855499,0.522687,0.397832,0.268857,0.413542,0.370389,0.284284,?,0.257881,0.209479,?,0.037072,0.067741,0.029931,?,0.616968,?,?,?,0.145726,0.164543,?,?,?,0.105162,?,0.078086,?,?,0.021985,200,2,0.137022,?,0.511409,0,0,1,1,1,0
0.038212,?,?,-81.981382,8.185791,0.065312,1.855865,0.42043,0.749228,0.405061,0.490113,?,0.327246,0.41716,0.40359,?,0.01288,0.058123,0.029015,2.246069,0.657106,0.426085,0.436355,0.420857,?,0.393485,0.402999,0.387289,?,0.37073,0.3713,0.383429,?,?,0.007382,13.447154,1.681593,?,0.39127,0.466379,0.242195,0.289455,0.356269,0.226427,0.208738,?,0.198731,?,?,0.09212,?,4.226863,?,?,0.073675,0.075848,0.072238,0.065429,0.06481,0.057775,0.057039,?,0.05714,?,0.02401,?,0.006074,192,2,?,0.300084,0.492253,?,?,?,0,?,1
?,0.062589,0.078349,-68.985142,6.194374,1.014357,1.838725,0.601414,1.088347,0.824263,?,?,0.48895,0.514843,0.185288,?,0.019033,0.047151,0.029302,3.174761,?,0.741685,0.797604,0.66871,?,?,0.517242,?,?,0.474012,0.402803,?,0.019727,0.047609,0.007705,3.050075,0.907934,0.652037,0.753545,0.496579,0.274301,0.328119,?,0.313332,0.358725,0.256039,0.247919,0.255719,?,0.059851,0.030199,3.870504,0.366499,0.260383,0.323923,0.213542,0.102678,0.15652,0.127727,0.138852,?,?,0.074703,0.086879,0.104043,?,0,212,2,0.140225,0.379888,?,?,0,?,1,0,0
?,0.061496,?,-77.141816,8.521142,?,1.502847,0.661872,0.511531,0.083743,0.486541,-0.081195,?,0.275627,?,0.403474,0.0144,0.027385,0.028301,3.984247,?,?,0.535625,?,0.436667,0.444227,0.43945,0.419469,0.434443,0.453183,?,0.395962,?,?,0.008499,3.674159,1.421213,?,0.519173,0.244584,?,0.184226,?,?,0.214767,0.227636,0.191003,0.23079,0.02707,0.055271,0.030241,4.194146,?,0.215136,0.172795,0.102253,0.075959,0.097598,0.104858,0.095246,0.088542,0.108789,0.085896,0.076821,0.029078,94,0.064551,188,2,0.118904,?,0.622611,0,?,1,1,0,0
0.042813,?,0.080961,-69.84632,4.872039,?,?,0.345918,1.118737,0.298354,?,?,?,0.299527,0.556838,?,0.029515,0.121783,?,?,1.101051,?,0.963787,?,0.626537,0.565543,0.679217,0.535497,0.553155,?,0.492552,0.446111,?,?,0.007297,3.682292,0.818717,0.710631,0.578766,?,0.55784,?,0.593098,?,0.459581,0.347967,?,0.237296,0.026391,0.096152,0.029902,3.871065,0.319739,0.24034,0.283284,0.14587,0.186693,0.147004,0.183003,0.112365,0.14484,?,0.132025,0.096999,?,87,0.224551,174,2,0.209919,0.26754,1.225023,0,?,1,0,0,0
?,0.175271,?,-77.781533,6.194929,?,2.539702,?,0.355251,0.68181,-0.056739,0.335736,0.832246,0.430182,?,0.263169,0.028276,0.049123,0.029294,3.377741,0.912603,0.759105,0.687361,?,0.548521,0.611764,0.610868,0.629107,0.601784,0.517169,0.53455,0.517688,0.032494,0.054185,?,6.861347,1.065889,?,0.885461,0.654439,?,0.743339,?,?,0.505123,0.547152,0.498815,?,?,0.051956,0.030005,?,?,0.282135,?,?,?,0.152339,0.163197,0.192761,0.195603,0.133892,0.114814,?,0.046436,?,0.122871,188,2,0.356087,?,?,0,?,1,?,0,?
0.04101,0.066696,0.079331,-86.462394,?,?,?,0.532561,1.013073,?,0.792292,0.572463,0.883331,0.866232,?,0.333134,0.027319,0.074916,0.032326,5.282206,1.577567,1.047652,0.974332,0.832434,?,?,0.529511,0.573216,0.542877,?,?,?,?,?,0.00798,6.561359,0.998621,0.974062,0.948206,0.608303,0.447863,0.421292,0.337846,0.455789,0.369353,0.390817,?,0.593522,0.032047,0.080556,?,4.574179,0.690683,0.44105,?,?,?,0.138597,?,0.161997,?,?,0.17126,?,0.010844,79,?,?,2,0.029775,0.06806,?,?,0,0,1,1,0
0.029666,0.04461,0.076191,?,6.320757,2.75885,2.699614,?,1.21112,0.693156,0.717172,?,?,0.348202,0.224572,?,0.017456,0.040515,0.02817,3.421398,1.131704,0.825568,0.688695,0.506467,0.586281,0.505365,?,0.47408,0.481471,?,0.444048,?,0.017352,?,?,4.46409,0.727518,?,0.494953,0.401251,0.517305,0.271837,?,0.298979,0.300115,0.245742,0.293925,?,?,?,?,4.986508,0.616296,0.417129,?,0.156232,0.260681,0.132471,?,0.140465,?,?,0.103595,0.104019,0.014239,93,0,186,2,0.052751,0.024862,0.081055,0,0,0,1,1,0
0.069856,0.204479,0.081384,-68.379708,?,?,?,1.249433,0.732634,0.92224,?,0.433323,?,?,0.457243,0.531782,0.051445,?,0.033207,3.337285,?,?,0.742506,0.613192,?,0.483398,0.489665,0.449486,0.434659,0.444195,0.423736,0.388118,0.021203,0.055083,0.007909,4.076377,0.662081,0.737727,0.496034,?,?,0.329755,?,0.310998,0.203259,?,0.190852,0.145312,?,0.063653,0.030224,4.344837,0.459071,?,0.305703,0.204742,0.11166,0.131841,?,0.110146,0.117494,?,0.071687,0.078216,0.124908,55,0,110,?,0.492738,?,1.006713,1,?,0,0,0,0
?,?,0.080616,-77.42331,6.500304,-1.524518,?,0.505907,1.070138,-0.006579,-0.030858,?,0.407777,?,?,?,0.023917,0.039903,0.028336,3.405152,0.811343,0.600966,?,?,0.514524,0.527762,0.527033,?,?,?,0.523427,0.46653,?,0.030809,0.006884,4.363958,0.660669,?,?,0.290635,0.235357,?,0.337726,?,0.455501,0.449036,0.387278,?,0.024507,0.051653,0.030379,?,0.365304,0.148752,0.129279,0.089173,0.078228,0.080771,?,0.081067,?,0.125384,0.099346,?,?,61,0.107087,122,?,0.473499,?,?,?,1,1,0,0,?
?,?,?,-69.184576,?,?,2.243822,?,0.806721,?,0.604325,0.250941,0.589515,0.598942,0.367182,0.309113,0.063566,?,0.044553,6.356741,?,1.028165,0.862158,0.725609,0.583909,?,?,0.551434,0.48411,0.499667,0.482218,?,0.050415,0.09681,?,7.539327,1.696984,1.000559,?,?,0.421703,0.299225,0.496608,0.337465,?,0.25728,0.36053,?,0.046554,0.081018,0.032048,4.211503,0.67802,0.462679,?,?,0.192638,0.193301,0.18121,?,0.147666,0.161046,0.172586,0.148748,0.063399,85,0.081755,?,?,0.278914,0.111978,?,1,0,0,0,0,0
0.139259,?,0.111774,?,?,?,0.535551,-0.337087,0.738656,0.078745,?,?,0.827081,-0.150729,?,0.129118,0.118468,?,0.063054,?,1.788879,1.177407,?,0.704312,?,0.583606,0.811464,?,0.397876,0.626569,0.629409,?,0.019143,0.05453,?,2.59672,?,?,?,0.107677,0.08084,0.156854,?,0.285369,0.087076,?,0.096274,0.063841,0.008712,0.034855,?,3.140648,0.195988,?,0.088163,?,0.053421,0.080465,?,0.080772,?,0.085217,0.070289,0.045689,0.782069,64,1.191101,128,2,1.068899,1.229948,2.298847,1,0,0,?,0,1
?,0.257668,0.09928,-69.224042,2.613116,-1.352388,2.052821,0.568868,?,0.128637,?,0.813122,0.666141,0.82288,0.714803,0.815195,0.080408,0.181812,0.044868,6.111171,1.517852,1.219863,?,0.959861,0.869707,?,0.652575,0.82473,?,?,0.526796,0.512563,0.023156,?,?,?,0.711353,0.439454,0.614407,?,?,?,0.226455,0.247536,?,0.249846,0.224439,0.231959,?,0.050792,0.028515,?,?,0.262744,0.219542,0.247857,?,0.104812,0.151574,0.189712,0.10961,0.119379,0.108152,?,0.402577,74,?,148,2,0.794827,0.178177,?,0,0,?,0,?,0
0.087495,?,?,?,3.335005,?,1.904891,?,0.605057,0.740349,0.858796,0.234428,?,0.525885,?,0.730858,0.033702,0.067717,?,2.245771,?,0.734787,?,0.625466,?,?,0.527481,0.484763,?,?,?,?,?,0.041909,?,2.206362,?,0.452085,0.310802,?,0.271257,0.258583,0.288273,?,0.180261,0.167407,0.208021,0.161721,0.020096,0.041458,?,3.901679,0.231345,?,0.207651,0.164326,0.105474,0.087898,0.101537,0.07632,0.07501,?,0.08091,0.06815,?,64,0.150959,128,2,0.192785,0.394609,0.69357,?,0,?,0,0,?
0.070792,?,?,?,7.024101,-1.01569,?,?,?,0.34669,0.712602,?,0.474853,?,0.387047,0.325077,?,0.048125,0.029348,?,1.0411,0.658181,?,0.522369,0.531927,0.51371,0.521595,?,?,0.551484,0.50632,0.477443,0.023128,0.036104,0.006206,7.71547,1.04341,?,0.293497,0.260796,0.324634,0.373313,0.29248,0.383623,?,0.379128,?,0.296586,0.023785,?,0.03032,4.593039,0.322764,0.151927,0.105362,?,?,0.080442,0.0875,0.117655,0.156201,?,0.101425,0.083139,0.156867,?,0,142,2,?,0.289938,1.216185,0,1,1,?,?,0
?,0.058183,0.077725,?,7.851663,2.792551,2.584028,1.167531,?,0.28559,0.034844,0.44275,0.185337,?,0.619383,?,0.023552,0.051747,0.029839,?,1.15985,0.953182,0.846658,0.571011,?,0.52301,?,?,0.459113,0.432231,0.43223,0.468453,?,0.047981,0.007611,?,?,0.954775,?,0.580989,?,0.483668,?,0.606295,0.369067,?,?,0.387405,0.046167,0.089288,?,4.709215,0.832003,?,0.436295,0.213275,0.20351,0.165513,?,?,0.128358,?,0.108792,0.168606,?,?,0.003404,148,2,0.179411,0.085864,0.281709,0,0,1,1,1,0
0.066723,0.131844,0.080513,-79.159328,7.015724,-0.96946,1.376695,0.541783,?,0.243576,?,0.230222,0.406316,?,?,0.293275,0.021844,?,0.02992,?,0.915684,0.634597,0.532337,0.511631,0.485101,0.497582,0.54065,0.530721,0.55845,0.514292,0.46196,0.486055,0.012871,0.021973,0.008232,4.162984,0.753695,?,0.202045,?,0.192704,?,0.311801,0.345407,0.307052,?,0.312191,0.324436,?,0.052811,0.029898,?,0.53746,0.283814,0.094513,0.074598,0.058096,0.082,0.116017,?,0.125816,0.100179,0.091637,0.092755,0.134527,?,0.274301,?,2,0.562618,0.037772,?,0,?,1,0,?,?
0.045108,0.081834,0.085671,-84.674302,11.853471,-1.028993,?,?,0.975894,0.621585,?,0.400304,?,0.231137,0.170883,0.022339,0.012563,0.025847,0.042348,?,?,0.729514,0.564797,0.514161,0.480151,0.423234,?,0.408456,0.408207,0.408882,?,0.462892,?,0.032777,0.009924,4.479816,1.251411,0.931019,0.587897,0.457193,0.367338,0.296962,0.28307,?,?,0.30824,?,0.456733,0.026031,0.052207,0.028898,4.751924,?,0.172936,0.130411,0.142821,?,0.097717,0.100433,0.092151,?,?,?,0.148424,0.010652,72,?,?,?,0.100789,?,0.370589,?,?,1,1,?,0
0.065248,?,0.08597,?,?,?,2.560538,1.480527,1.453057,0.458259,0.717321,?,0.51194,0.86709,0.346276,0.584094,?,?,0.033975,7.040497,2.246731,1.055311,?,0.767051,?,0.624477,?,0.520508,0.555556,?,?,0.419195,0.03912,0.079526,0.011926,?,2.127811,0.655907,0.589838,?,0.358205,0.281022,0.392193,0.215661,0.351851,0.214372,0.477419,0.314059,?,0.101298,?,4.823199,?,0.421807,0.528945,0.353845,0.183054,0.202989,?,0.133634,?,0.184981,?,0.132333,?,?,0,?,?,0.28553,?,0.442898,?,0,0,1,?,?
0.110254,0.274972,?,?,3.186261,0.936973,?,0.443598,?,0.392207,0.755151,0.755757,0.665932,0.329062,?,0.769992,?,0.148505,0.030397,?,1.052782,?,0.876366,0.558544,0.607551,0.53429,?,0.494525,?,0.47671,0.481518,?,0.02186,0.053423,0.007987,1.526084,0.583289,0.457825,0.521874,?,0.290472,0.27528,0.203986,0.171597,0.168381,0.167688,0.15882,0.211424,0.030185,0.053864,0.030186,4.300052,0.526191,?,?,0.15643,0.12154,0.091848,?,0.079749,0.071549,0.085931,0.069285,0.088366,0.111024,75,0.525335,150,?,?,?,1.107274,?,1,0,0,0,0
?,?,0.100513,-76.488829,3.206312,-0.334826,1.801168,?,?,0.424876,0.198753,1.027949,0.771567,?,0.696565,0.558926,0.080724,0.340656,0.050862,7.716553,1.909109,?,1.117503,0.904049,0.754792,0.749258,?,0.645573,0.55708,0.57141,?,?,?,?,0.008992,5.139397,1.095966,?,?,0.568988,0.483923,0.323727,0.421449,0.377506,0.240858,?,0.306717,0.388812,0.039991,0.107449,0.028481,3.779275,0.518039,0.546511,0.274023,?,?,0.175881,0.155478,0.161503,0.126791,0.147136,?,?,0.061362,73,?,146,2,0.23223,0.08172,0.31395,0,?,1,0,0,?
0.182138,0.55957,0.091104,-73.434416,1.38747,0.237204,0.952802,0.94491,1.054458,0.876946,0.718551,0.725648,0.759023,0.616822,?,?,0.168399,0.323799,0.041137,4.751536,1.888633,1.241181,0.94118,0.623216,0.510006,0.539121,0.439181,?,0.444194,0.412623,0.39245,0.382136,0.022002,?,0.008398,2.990949,0.673674,1.241568,?,0.586119,0.438722,0.325113,0.202798,?,?,0.135991,0.139468,0.108142,?,?,?,4.252453,0.319763,0.227056,0.219939,0.101314,0.079805,?,?,0.090283,?,0.064905,?,0.058339,?,64,1.702666,128,2,1.43448,?,3.172585,0,0,0,0,0,1
0.106075,0.262059,0.077247,-58.758054,?,0.126778,1.117003,0.711291,?,0.621945,0.511289,0.564147,?,?,0.274339,0.264627,0.042327,0.117457,0.029255,2.7203,?,0.658915,0.590327,?,0.502533,0.467738,0.523341,?,?,0.433848,0.423646,?,?,0.060595,?,1.475032,0.491592,?,0.36041,0.231779,0.301916,0.224002,0.255118,0.251499,0.192925,0.206516,0.188761,0.170905,0.025374,0.051384,0.030431,3.685596,0.291456,0.157368,?,0.086928,0.086941,0.072293,0.109851,0.099747,0.065061,0.065902,?,0.070886,?,98,?,?,2,0.306855,?,0.758615,1,?,?,0,0,?
0.068913,0.17977,0.083352,-64.541179,3.469294,?,1.781188,0.64821,0.735584,?,0.667693,0.313862,?,0.465113,?,?,0.045686,0.156875,0.033278,3.974604,1.398653,1.04316,0.87636,0.703754,?,0.644245,0.597175,0.490816,?,0.513032,0.447518,0.42667,0.019702,0.058726,0.006452,3.808144,0.595094,0.743194,?,0.292745,0.270687,0.320279,0.470471,0.253937,0.194846,0.194659,?,?,0.022707,0.046794,0.030123,?,0.344919,0.311801,0.296581,0.169503,?,0.117891,0.124984,0.070353,?,0.085361,0.078717,0.097687,0.04919,63,?,126,?,0.278746,0.198494,?,?,1,0,0,0,0
?,0.246547,0.070932,-73.546215,4.415164,1.43757,1.002689,0.975612,0.73596,?,0.546671,?,0.747389,0.543813,0.939211,?,0.044923,0.119467,0.029054,?,1.196774,0.660508,?,0.563295,?,0.540247,0.498619,?,0.530199,0.626781,0.578722,0.647162,0.049411,0.124722,?,6.637124,1.91193,0.648254,0.563079,0.597648,0.441229,0.6753,0.560149,?,?,?,0.724172,0.766509,0.029099,0.065903,?,4.745996,0.719503,?,0.194667,0.157451,?,0.195438,0.184166,?,0.135536,0.282458,0.206014,0.311116,0.082961,?,0,200,?,0.089871,0.376142,0.506403,0,?,?,1,1,?
0.062844,0.169757,0.083316,-63.831654,3.400972,?,2.00098,1.363468,1.420503,0.632111,0.656859,?,0.610732,0.497301,0.523841,0.231549,0.038211,0.124327,?,3.370181,?,0.857797,0.728343,0.558873,0.564312,0.474364,0.450198,0.419739,?,0.368566,0.393186,0.372438,0.021627,0.057265,0.009277,2.485579,0.706686,?,?,0.376356,0.345129,0.22363,0.263468,0.164321,?,0.14067,0.162386,0.119684,?,0.044807,?,?,0.403439,0.187615,?,0.14137,0.14833,0.087195,0.083901,0.062965,0.058838,?,0.057474,0.060382,?,68,0.236554,136,2,?,0.385395,0.863354,0,0,?,0,?,?
0.0563,?,0.075452,?,5.160116,1.971642,1.041688,0.722618,0.540515,?,?,0.199479,0.486784,0.350366,0.510938,?,0.028326,?,0.029781,4.03477,1.209372,0.937009,?,0.601098,0.594799,0.605927,0.594936,0.611013,0.585599,0.538512,0.592878,0.685855,?,0.058976,0.008004,?,0.835866,?,?,0.426691,0.406163,0.357188,0.339836,0.385069,?,0.33222,0.398109,?,0.028426,0.090008,0.030314,4.129028,?,0.235744,0.174626,0.130561,0.17879,?,0.143585,?,0.156206,0.157181,0.129704,0.16646,0.109622,68,?,136,?,0.405996,0.383336,?,0,1,1,0,0,0
